Year,Wr
2002,78.85366404
2002,78.85366404
2002,82.07218094
2002,83.68143939
2002,85.29069784
2002,56.82684185
2002,58.40536523
2002,61.562412
2002,63.14093539
2002,63.14093539
2002,64.71945877
2002,67.87650554
2002,67.87650554
2002,69.45502892
2002,69.45502892
2002,71.03355231
2002,71.03355231
2002,72.61207569
2002,74.19059908
2002,77.34764585
2002,77.34764585
2002,80.50469262
2002,83.66173939
2002,85.24026277
2002,61.94210149
2002,61.94210149
2002,65.03920656
2002,66.5877591
2002,69.68486417
2002,71.23341671
2002,72.78196925
2002,77.42762686
2002,77.42762686
2002,78.9761794
2002,78.9761794
2002,83.62183701
2002,68.36951478
2002,71.40815988
2002,72.92748243
2002,72.92748243
2002,74.44680498
2002,74.44680498
2002,74.44680498
2002,75.96612754
2002,79.00477264
2002,80.52409519
2002,82.04341774
2002,61.12324746
2002,64.10486929
2002,65.59568021
2002,67.08649112
2002,67.08649112
2002,68.57730203
2002,68.57730203
2002,71.55892386
2002,71.55892386
2002,74.54054569
2002,77.52216752
2002,77.52216752
2002,52.6678533
2002,54.13084923
2002,58.519837
2002,64.37182071
2002,65.83481663
2002,68.76080848
2002,70.22380441
2002,70.22380441
2002,73.14979626
2002,73.14979626
2002,74.61279218
2002,76.07578811
2002,76.07578811
2002,77.53878403
2002,79.00177996
2002,86.31675958
2002,55.99840974
2002,61.74183638
2002,63.17769304
2002,67.48526301
2002,68.92111967
2002,70.35697633
2002,70.35697633
2002,70.35697633
2002,73.22868965
2002,74.66454631
2002,74.66454631
2002,74.66454631
2002,76.10040297
2002,84.71554293
2002,54.96554457
2002,66.24052807
2002,67.64990101
2002,67.64990101
2002,67.64990101
2002,69.05927394
2002,69.05927394
2002,70.46864688
2002,70.46864688
2002,71.87801982
2002,71.87801982
2002,71.87801982
2002,73.28739276
2002,73.28739276
2002,73.28739276
2002,74.69676569
2002,77.51551157
2002,78.92488451
2002,84.56237626
2002,56.72453696
2002,62.25863813
2002,65.02568871
2002,66.409214
2002,66.409214
2002,69.17626459
2002,69.17626459
2002,70.55978988
2002,70.55978988
2002,73.32684046
2002,73.32684046
2002,74.71036576
2002,83.01151751
2002,55.69009256
2002,61.12327232
2002,63.8398622
2002,63.8398622
2002,65.19815714
2002,66.55645208
2002,66.55645208
2002,67.91474702
2002,67.91474702
2002,70.6313369
2002,70.6313369
2002,71.98963184
2002,73.34792678
2002,73.34792678
2002,76.06451666
2002,76.06451666
2002,57.34754162
2002,64.01586041
2002,72.01784296
2002,74.68517048
2002,78.68616175
2002,78.68616175
2002,81.35348927
2002,52.38457006
2002,66.79032683
2002,70.71916959
2002,77.26724084
2002,90.36338336
2002,61.73421744
2002,63.02034697
2002,64.3064765
2002,65.59260603
2002,65.59260603
2002,66.87873556
2002,69.45099463
2002,70.73712416
2002,72.02325369
2002,75.88164228
2002,53.05411799
2002,55.58050456
